address,exhibit_url,registration_number,country_name,state,foreign_principal,date,registration_date,url,registration
"36-9/F, Office Tower, Convention Plaza",http://www.fara.gov/docs/6364-Exhibit-AB-20160708-1.pdf,5926,HONG KONG,,Hong Kong Trade Development Council,04/17/2009,04/01/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5926,Exhibit%20AB,HONG%20KONG","Podesta Group, Inc."
"36-39/F, Office Tower, Convention Plaza",http://www.fara.gov/docs/2181-Exhibit-AB-19700101-DBOEMW01.pdf,5931,HONG KONG,,Hong Kong Trade Development Council,06/02/2009,04/17/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5931,Exhibit%20AB,HONG%20KONG","Venable, LLP"
"Colonia Altos de Miramontes, Diagonal Barro y Poseidon,",http://www.fara.gov/docs/6364-Exhibit-AB-20160708-1.pdf,6223,HONDURAS,,Comision para la Promocion de la Alianza,09/29/2014,05/20/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6223,Exhibit%20AB,HONDURAS","Burson-Marsteller, LLC (Miami Office)"
"3007 Tilden Street, NW Pod. 4M",http://www.fara.gov/docs/6363-Exhibit-AB-20160701-1.pdf,6363,HONDURAS,DC,Embassy of the Republic of Honduras,07/01/2016,07/01/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6363,Exhibit%20AB,HONDURAS","Curley Company, Inc."
  ,,2181,HONG KONG,,Hong Kong Trade Development Council,01/19/1970,01/19/1970,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2181,Exhibit%20AB,HONG%20KONG","Hong Kong Trade Development Council, Inc."
"23 Ave Lamartiniere bois Verna, PAP Haiti  ",http://www.fara.gov/docs/6106-Exhibit-AB-20120531-1.pdf,6106,HAITI,,Government of the Republic of Haiti,05/31/2012,05/31/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6106,Exhibit%20AB,HAITI","Corley, Walter"
16192 Coastal Highway,http://www.fara.gov/docs/6268-Exhibit-AB-20141230-1.pdf,6268,HONG KONG,DE,"LNG Allies, Inc.",12/30/2014,12/30/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6268,Exhibit%20AB,INTERNATIONAL","Franklin-Hamilton, Inc."
"36-39/F, Office Tower, Convention Plaza, 1 Harbour Road  ",,6287,HONG KONG,,Hong Kong Trade Development Council,04/09/2015,04/09/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6287,Exhibit%20AB,HONG%20KONG","Legislative Strategies, Inc."
"Citicorp Centre, 18 Whitfield Road",,6177,HONG KONG,,Hong Kong Tourism Board,08/07/2013,08/07/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6177,Exhibit%20AB,HONG%20KONG","Coyne Public Relations, LLC"
Embassy of Iceland,http://www.fara.gov/docs/6326-Exhibit-AB-20151113-1.pdf,6326,ICELAND,DC,"Government of Iceland, Embassy",11/13/2015,11/13/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6326,Exhibit%20AB,ICELAND","Hall, Thomas Forrest"
  ,http://www.fara.gov/docs/6363-Exhibit-AB-20160701-1.pdf,2110,HONG KONG,,Government of Hong Kong,10/29/1968,10/29/1968,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2110,Exhibit%20AB,HONG%20KONG",Hong Kong Tourism Board
Transport Bhawan,http://www.fara.gov/docs/6259-Exhibit-AB-20141031-1.pdf,5873,INDIA,,"Government of India, Ministry of Tourism",07/08/2008,07/08/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5873,Exhibit%20AB,INDIA","India Tourism, Los Angeles"
"2107  Massachusetts Avenue, NW",http://www.fara.gov/docs/5926-Exhibit-AB-20101105-6.pdf,5926,INDIA,DC,"Republic of India, Embassy",11/05/2010,04/01/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5926,Exhibit%20AB,INDIA","Podesta Group, Inc."
1055 Budapest Kossuth Lajos ter 1-3  ,http://www.fara.gov/docs/6259-Exhibit-AB-20141031-1.pdf,6259,HUNGARY,,"Government of Hungary, Prime Minister's Office",10/31/2014,10/31/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6259,Exhibit%20AB,HUNGARY","SLI Group, LLC"
Simon Bolivar Plein 1,http://www.fara.gov/docs/6344-Exhibit-AB-20160325-1.pdf,6344,INTERNATIONAL,,Central Bank of Curacao and St. Maarten,03/25/2016,03/25/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6344,Exhibit%20AB,INTERNATIONAL","Livingston Group, LLC"
"Akal Takhat, Golden Temple  Amritsar Punjab, Khalistan  ",http://www.fara.gov/docs/6344-Exhibit-AB-20160325-1.pdf,5597,INDIA,,Council of Khalistan,01/21/2004,01/21/2004,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5597,Exhibit%20AB,INDIA",Council of Khalistan
1 Transport Bhaven,http://www.fara.gov/docs/6344-Exhibit-AB-20160325-1.pdf,2329,INDIA,,"Government of India, Ministry of Tourism",04/05/1972,04/05/1972,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2329,Exhibit%20AB,INDIA","India Tourism, New York"
  ,,6241,HUNGARY,,"Government of Hungary, Prime Minister's Office",10/31/2014,08/08/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6241,Exhibit%20AB,HUNGARY","Liberty International Group, LLC"
Washington  ,http://www.fara.gov/docs/876-Exhibit-AB-19600129-HAZJBM03.pdf,876,INTERNATIONAL,DC,League of Arab States,08/15/1966,03/03/1955,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:876,Exhibit%20AB,INTERNATIONAL",Arab Information Center
"Ground Floor, Harbour Centre",http://www.fara.gov/docs/876-Exhibit-AB-19600129-HAZJBM03.pdf,5910,INTERNATIONAL,,Caribbean Tourism Development Company,03/27/2008,03/27/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5910,Exhibit%20AB,INTERNATIONAL",Caribbean Tourism Development Company
"2107 Massachusetts Avenue, NW",http://www.fara.gov/docs/6344-Exhibit-AB-20160325-1.pdf,5430,INDIA,DC,"Republic of India, Embassy",09/12/2005,05/10/2001,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5430,Exhibit%20AB,INDIA","BGR Government Affairs, LLC"
  ,http://www.fara.gov/docs/6315-Exhibit-AB-20150908-1.pdf,6315,INTERNATIONAL,,Organization of Islamic Cooperation,09/08/2015,09/08/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6315,Exhibit%20AB,INTERNATIONAL","Grieboski Global Strategies, LLC"
"1634 Eye Street, NW",http://www.fara.gov/docs/5783-Exhibit-AB-20061228-1.pdf,5783,INTERNATIONAL,DC,Kurdistan Regional Government,12/28/2006,12/28/2006,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5783,Exhibit%20AB,IRAQ",Kurdistan Regional Government - Liaison Office - USA
"15 rue des Gordes, 95430 Auvers-sur Oise   ",http://www.fara.gov/docs/6171-Exhibit-AB-20130516-1.pdf,6171,IRAN,,National Council of Resistance of Iran (NCRI),05/16/2013,05/16/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6171,Exhibit%20AB,IRAN",National Council of Resistance of Iran - U.S. Representative Office (NCRI-US)
Zurich  ,http://www.fara.gov/docs/6171-Exhibit-AB-20130516-1.pdf,2052,INTERNATIONAL,,Alpine Tourist Commission,12/04/1967,09/27/1967,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2052,Exhibit%20AB,INTERNATIONAL",Alpine Tourist Office
"1220 L Street, NW",http://www.fara.gov/docs/5430-Exhibit-AB-20040625-17.pdf,6365,IRAQ,DC,Iraq Stability and Security Program (ISSP),08/04/2016,08/04/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6365,Exhibit%20AB,IRAQ",Washington Strategy Group
"3421 Massachusetts Avenue, NW",http://www.fara.gov/docs/5430-Exhibit-AB-20040625-17.pdf,5926,IRAQ,DC,Republic of Iraq,02/13/2013,04/01/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5926,Exhibit%20AB,IRAQ","Podesta Group, Inc."
"1015 18th Street, N.W.  Suite 704  ",http://www.fara.gov/docs/5430-Exhibit-AB-20040625-17.pdf,5430,IRAQ,DC,Kurdish Regional Government (formerly known as Kurdish Democratic Party),06/25/2004,05/10/2001,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5430,Exhibit%20AB,IRAQ","BGR Government Affairs, LLC"
St. Michael  ,http://www.fara.gov/docs/5430-Exhibit-AB-20040625-17.pdf,991,INTERNATIONAL,,Caribbean Tourism Organization,03/02/1994,12/31/1956,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:991,Exhibit%20AB,INTERNATIONAL","Caribbean Tourism Organization, USA Inc. "
"District 712, Street 4 Hay Almuthana",http://www.fara.gov/docs/6339-Exhibit-AB-20160228-2.pdf,6339,IRAQ,,Assyrian Democratic Movement,02/28/2016,02/28/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6339,Exhibit%20AB,IRAQ",Nineveh Plain Defense Fund
15 Rue des Gords,http://www.fara.gov/docs/6161-Exhibit-AB-20130405-1.pdf,6161,IRAN,,National Council of Resistance of Iran,04/05/2013,04/05/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6161,Exhibit%20AB,IRAN","Rosemont Associates, LLC"
  ,http://www.fara.gov/docs/6284-Exhibit-AB-20150320-2.pdf,5712,IRAQ,,Kurdistan Regional Government,04/14/2014,10/03/2005,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5712,Exhibit%20AB,IRAQ","Greenberg Traurig, LLP"
"Hay Babel, Jadriyah #18",http://www.fara.gov/docs/6284-Exhibit-AB-20150320-2.pdf,5974,IRAQ,,Common Council of Iraqi and Arabic Tribes,07/18/2014,02/18/2010,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5974,Exhibit%20AB,IRAQ","Alsalih, Mark K."
Erbil  ,http://www.fara.gov/docs/6284-Exhibit-AB-20150320-2.pdf,6284,IRAQ,,Kurdistan Regional Government,03/20/2015,03/20/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6284,Exhibit%20AB,IRAQ",Dentons US LLP
Rome  ,http://www.fara.gov/docs/1884-Exhibit-AB-19650401-CZAB9E01.pdf,1884,IRAQ,,Ente Nazionale Italiano per il Turismo (ENIT),04/19/1965,04/19/1965,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1884,Exhibit%20AB,ITALY","Italian Government Tourist Board (ENIT), Los Angeles"
  ,http://www.fara.gov/docs/2165-Exhibit-AB-20140331-55.pdf,6255,IRAQ,,Atheel al-Nujaifi,09/29/2014,09/29/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6255,Exhibit%20AB,IRAQ","Chartwell Consultancy, LLC"
"3421 Massachusetts Avenue, NW",http://www.fara.gov/docs/2165-Exhibit-AB-20140331-55.pdf,5870,IRAQ,DC,Embassy of the Republic of Iraq,01/31/2017,06/16/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5870,Exhibit%20AB,IRAQ","Brownstein Hyatt Farber Schreck, LLP"
"Raina Blvd. 3, Suite 5, Riga, Latvia, European Union  ",http://www.fara.gov/docs/2165-Exhibit-AB-20140331-55.pdf,6352,IRAQ,,Peace Ambassadors for Iraq (PAFI),05/10/2016,05/10/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6352,Exhibit%20AB,IRAQ","Logan International Relations, LLC"
"1634 Eye Street, NW",http://www.fara.gov/docs/2165-Exhibit-AB-20140331-55.pdf,5765,IRAQ,DC,Kurdistan Regional Government,09/12/2006,09/12/2006,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5765,Exhibit%20AB,IRAQ","Slocum & Boddie, PC"
48 King George Street,http://www.fara.gov/docs/6191-Exhibit-AB-20131029-1.pdf,6191,ISRAEL,,Jewish Agency for Israel,10/29/2013,10/29/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6191,Exhibit%20AB,ISRAEL","Jewish Agency - American Section, Inc."
Salahuddin Provincial Council Building,http://www.fara.gov/docs/2165-Exhibit-AB-20140331-55.pdf,2165,IRAQ,,Provincial Salahuddin Council/Province of Salah Addin,07/28/2016,10/09/1969,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2165,Exhibit%20AB,IRAQ","Squire Patton Boggs, LLP"
  ,http://www.fara.gov/docs/2518-Exhibit-AB-19740601-CZP1Y203.pdf,1750,ISRAEL,,"State of Israel, Embassy",01/20/1988,06/04/1964,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1750,Exhibit%20AB,ISRAEL","Arnold & Porter Kaye Scholer, LLP"
Dublin  ,http://www.fara.gov/docs/2518-Exhibit-AB-19740601-CZP1Y203.pdf,2518,IRELAND,,An Bord Trachtala/Irish Trade Board (formerly: Coras Trachtala/Irish Export Board),06/03/1974,06/08/1974,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2518,Exhibit%20AB,IRELAND",Enterprise Ireland
2470000.00  ,http://www.fara.gov/docs/2518-Exhibit-AB-19740601-CZP1Y203.pdf,1770,IRELAND,,"Irish Development Authority, Irish Government Body",07/10/1964,07/10/1964,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1770,Exhibit%20AB,IRELAND",IDA Ireland
Rome  ,http://www.fara.gov/docs/2518-Exhibit-AB-19740601-CZP1Y203.pdf,1892,ITALY,,Ente Nazionale Italiano per il Turismo (ENIT),06/07/1968,06/07/1968,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1892,Exhibit%20AB,ITALY","Italian Government Travel Office, Chicago"
Jerusalem  ,http://www.fara.gov/docs/2518-Exhibit-AB-19740601-CZP1Y203.pdf,3731,ISRAEL,,Government of Israel,07/27/1992,09/13/1985,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3731,Exhibit%20AB,ISRAEL","Sidley Austin, LLP"
Antrim  ,http://www.fara.gov/docs/6191-Exhibit-AB-20131029-1.pdf,5006,IRELAND,,Sinn Fein,04/03/1995,04/03/1995,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5006,Exhibit%20AB,IRELAND","Friends of Sinn Fein, Inc."
  ,http://www.fara.gov/docs/2278-Exhibit-AB-19710901-CZD9M802.pdf,2278,ISRAEL,,"Executive of the World Zionist Organization, Jerusalem",09/21/1971,09/21/1971,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2278,Exhibit%20AB,ISRAEL","World Zionist Organization - American Section, Inc."
"345 Park Avenue,  New York 10154  ",http://www.fara.gov/docs/5594-Exhibit-AB-20031120-HV6WM103.pdf,5594,IRELAND,NY,Tourism Ireland Limited,11/20/2003,11/20/2003,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5594,Exhibit%20AB,IRELAND",Tourism Ireland Limited
Tokyo  ,http://www.fara.gov/docs/3196-Exhibit-AB-19810201-D0RER403.pdf,3196,ITALY,,Manufactured Imports and Investment Promotion Organization (MIPRO),02/05/1981,02/05/1981,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3196,Exhibit%20AB,JAPAN",Manufactured Imports and Investment Promotion Organization (MIPRO)
Rome  ,http://www.fara.gov/docs/3196-Exhibit-AB-19810201-D0RER403.pdf,568,ITALY,,Ente Nazionale Italiano per il Turismo,04/21/1949,04/21/1949,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:568,Exhibit%20AB,ITALY","Italian Government Tourist Board, New York"
"555 East City Avenue, Suite 770",http://www.fara.gov/docs/3196-Exhibit-AB-19810201-D0RER403.pdf,5853,ITALY,PA,Popola Della Liberta Italian Government and Parliament,06/17/2008,02/21/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5853,Exhibit%20AB,ITALY","Berardi, Amato Libero"
64 Knutsford Blvd. Kingston 5  ,http://www.fara.gov/docs/2360-Exhibit-AB-19720701-CZNET802.pdf,6212,JAMAICA,,Jamaica Tourist Board,03/10/2014,03/10/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6212,Exhibit%20AB,JAMAICA","Finn Partners, Inc."
Tokyo  ,http://www.fara.gov/docs/6212-Exhibit-AB-20140310-1.pdf,1813,JAPAN,,Japan External Trade Organization (JETRO),11/05/1964,11/05/1964,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1813,Exhibit%20AB,JAPAN","JETRO, San Francisco"
New York  ,http://www.fara.gov/docs/2360-Exhibit-AB-19720701-CZNET802.pdf,2415,JAMAICA,NY,Jamaica Tourist Board,06/20/1990,03/28/1973,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2415,Exhibit%20AB,JAMAICA",FCB New York
Kingston  ,http://www.fara.gov/docs/2360-Exhibit-AB-19720701-CZNET802.pdf,2360,JAMAICA,,Jamaica Tourist Board,07/26/1972,07/26/1972,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2360,Exhibit%20AB,JAMAICA","Jamaica Tourist Board, Florida"
Tokyo  ,http://www.fara.gov/docs/6341-Exhibit-AB-20160318-1.pdf,4660,JAPAN,,"Japan Automobile Manufacturers' Association, Inc.",05/05/1992,05/05/1992,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4660,Exhibit%20AB,JAPAN",Maseng Communications
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/6341-Exhibit-AB-20160318-1.pdf,6222,JAPAN,DC,Embassy of Japan,06/26/2014,05/16/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6222,Exhibit%20AB,JAPAN","Rasky Baerlein Strategic Communications, Inc."
  ,http://www.fara.gov/docs/6295-Exhibit-AB-20150519-1.pdf,6295,JAPAN,,Consulate-General of Japan in Atlanta,09/16/2015,05/19/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6295,Exhibit%20AB,JAPAN","McGuireWoods Consulting, LLC"
"Federal Reserve Plaza, 22nd Floor 600 Atlantic Avenue",http://www.fara.gov/docs/6295-Exhibit-AB-20150519-1.pdf,6213,JAPAN,MA,Consulate General of Japan in Boston,04/09/2014,04/09/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6213,Exhibit%20AB,JAPAN","Policy Agency, LLC"
Kobe City  ,http://www.fara.gov/docs/2438-Exhibit-AB-19730701-CZN1KT02.pdf,2438,JAPAN,,Kobe Municipal Government,07/02/1973,07/02/1973,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2438,Exhibit%20AB,JAPAN",Kobe Trade Information Office
  ,http://www.fara.gov/docs/4490-Exhibit-AB-19910301-D1RHR002.pdf,4490,JAPAN,,JNG Shareholders Group,12/10/1993,03/26/1991,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4490,Exhibit%20AB,JAPAN","NHK Cosmomedia America, Inc."
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/6341-Exhibit-AB-20160318-1.pdf,6341,JAPAN,DC,"Embassy of Japan through Akin Gump Strauss Hauer & Feld, LLP",03/18/2016,03/18/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6341,Exhibit%20AB,JAPAN","Monument Group, LLC"
"2-3-1 Nagata-cho Chiyodaku, Tokyo 100-0014  ",http://www.fara.gov/docs/3634-Exhibit-AB-19850801-D0WV0E01.pdf,3634,JAPAN,,Japan Prime Minister's Office,09/26/2016,11/15/1984,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3634,Exhibit%20AB,JAPAN","Daniel J. Edelman, Inc."
Consulate General of Japan in San Francisco,http://www.fara.gov/docs/6337-Exhibit-AB-20160120-1.pdf,6337,JAPAN,CA,Consulate General of Japan in San Francisco,01/20/2016,01/20/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6337,Exhibit%20AB,JAPAN","California Strategies, LLC"
"1-1-3 Uchisaiwai-cho, Chiyoda-ku, Tokyo  ",http://www.fara.gov/docs/6337-Exhibit-AB-20160120-1.pdf,3301,JAPAN,,Tokyo Electric Power Company (TEPCO),06/15/2013,11/10/1981,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3301,Exhibit%20AB,JAPAN","Hill and Knowlton Strategies, LLC"
1221 Avenue of the Americas,http://www.fara.gov/docs/6337-Exhibit-AB-20160120-1.pdf,5741,JAPAN,NY,Government of Japan/Japan External Trade Organization,03/24/2006,03/24/2006,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5741,Exhibit%20AB,JAPAN","MITA Group, Inc."
"2-2-1 Kasumigaseki  Chiyoda-ku, Tokyo 100  ",http://www.fara.gov/docs/6289-Exhibit-AB-20150416-1.pdf,5451,JAPAN,,Government of Japan,08/03/2001,08/03/2001,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5451,Exhibit%20AB,JAPAN","Hecht, Latham, Spencer & Associates, Inc."
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/5437-Exhibit-AB-20141110-30.pdf,5437,JAPAN,DC,"Ministry of Foreign Affairs of Japan, Embassy",11/10/2014,05/30/2001,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5437,Exhibit%20AB,JAPAN",Orion Strategies LLC
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/6289-Exhibit-AB-20150416-1.pdf,5926,JAPAN,DC,Embassy of Japan,09/16/2009,04/01/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5926,Exhibit%20AB,JAPAN","Podesta Group, Inc."
